FPR_Class0,TPR_Class0
0.09153,0.57890
0.09153,0.58077
0.09216,0.58077
0.09216,0.58123
0.09341,0.58123
0.09341,0.58263
0.09403,0.58263
0.09403,0.58357
0.09466,0.58357
0.09466,0.58403
0.09528,0.58403
0.09528,0.58730
0.09560,0.58730
0.09560,0.58917
0.09653,0.58917
0.09653,0.59104
0.09684,0.59104
0.09684,0.59197
0.09716,0.59197
0.09716,0.59290
0.09747,0.59290
0.09747,0.59851
0.09872,0.59851
0.09872,0.59897
0.09903,0.59897
0.09903,0.60037
0.09966,0.60037
0.09966,0.60084
0.10059,0.60084
0.10059,0.60131
0.10247,0.60131
0.10247,0.60271
0.10278,0.60271
0.10278,0.60364
0.10309,0.60364
0.10309,0.60458
0.10341,0.60458
0.10341,0.60598
0.10372,0.60598
0.10372,0.60644
0.10403,0.60644
0.10403,0.60784
0.10434,0.60784
0.10434,0.60831
0.10465,0.60831
0.10465,0.61064
0.10497,0.61064
0.10497,0.61204
0.10559,0.61204
0.10559,0.61345
0.10590,0.61345
0.10590,0.61438
0.10715,0.61438
0.10715,0.61578
0.10809,0.61578
0.10809,0.61625
0.10903,0.61625
0.10903,0.61718
0.10965,0.61718
0.10965,0.61765
0.11028,0.61765
0.11028,0.61905
0.11059,0.61905
0.11059,0.62092
0.11090,0.62092
0.11090,0.62185
0.11122,0.62185
0.11122,0.62418
0.11153,0.62418
0.11153,0.62465
0.11215,0.62465
0.11215,0.62605
0.11278,0.62605
0.11278,0.62652
0.11340,0.62652
0.11340,0.62698
0.11403,0.62698
0.11403,0.62885
0.11465,0.62885
0.11465,0.63072
0.11496,0.63072
0.11496,0.63119
0.11528,0.63119
0.11528,0.63352
0.11590,0.63352
0.11590,0.63399
0.11653,0.63399
0.11653,0.63445
0.11684,0.63445
0.11684,0.63492
0.11715,0.63492
0.11715,0.63679
0.11746,0.63679
0.11746,0.63912
0.11778,0.63912
0.11778,0.64006
0.11840,0.64006
0.11840,0.64052
0.11871,0.64052
0.11871,0.64146
0.11903,0.64146
0.11903,0.64332
0.11965,0.64332
0.11965,0.64566
0.11996,0.64566
0.11996,0.64613
0.12027,0.64613
0.12027,0.64753
0.12121,0.64753
0.12121,0.64893
0.12152,0.64893
0.12152,0.65266
0.12246,0.65266
0.12246,0.65313
0.12402,0.65313
0.12402,0.65359
0.12434,0.65359
0.12434,0.65406
0.12465,0.65406
0.12465,0.65453
0.12559,0.65453
0.12559,0.65500
0.12590,0.65500
0.12590,0.65546
0.12621,0.65546
0.12621,0.65593
0.12652,0.65593
0.12652,0.65640
0.12684,0.65640
0.12684,0.65686
0.12840,0.65686
0.12840,0.65826
0.12871,0.65826
0.12871,0.66060
0.12933,0.66060
0.12933,0.66106
0.13027,0.66106
0.13027,0.66153
0.13215,0.66153
0.13215,0.66340
0.13246,0.66340
0.13246,0.66480
0.13371,0.66480
0.13371,0.66527
0.13402,0.66527
0.13402,0.66667
0.13558,0.66667
0.13558,0.66760
0.13714,0.66760
0.13714,0.66807
0.13746,0.66807
0.13746,0.66993
0.13808,0.66993
0.13808,0.67087
0.13839,0.67087
0.13839,0.67134
0.13871,0.67134
0.13871,0.67180
0.13902,0.67180
0.13902,0.67227
0.13996,0.67227
0.13996,0.67320
0.14214,0.67320
0.14214,0.67414
0.14246,0.67414
0.14246,0.67507
0.14277,0.67507
0.14277,0.67554
0.14464,0.67554
0.14464,0.67694
0.14495,0.67694
0.14495,0.67834
0.14558,0.67834
0.14558,0.67974
0.14620,0.67974
0.14620,0.68021
0.14652,0.68021
0.14652,0.68067
0.14683,0.68067
0.14683,0.68207
0.14714,0.68207
0.14714,0.68254
0.14745,0.68254
0.14745,0.68347
0.14870,0.68347
0.14870,0.68394
0.14902,0.68394
0.14902,0.68487
0.14933,0.68487
0.14933,0.68534
0.15089,0.68534
0.15089,0.68674
0.15152,0.68674
0.15152,0.68814
0.15183,0.68814
0.15183,0.68861
0.15276,0.68861
0.15276,0.68954
0.15339,0.68954
0.15339,0.69048
0.15433,0.69048
0.15433,0.69094
0.15495,0.69094
0.15495,0.69141
0.15526,0.69141
0.15526,0.69281
0.15558,0.69281
0.15558,0.69328
0.15589,0.69328
0.15589,0.69374
0.15651,0.69374
0.15651,0.69468
0.15714,0.69468
0.15714,0.69608
0.15776,0.69608
0.15776,0.69748
0.15808,0.69748
0.15808,0.69795
0.15964,0.69795
0.15964,0.69841
0.16026,0.69841
0.16026,0.70121
0.16089,0.70121
0.16089,0.70168
0.16120,0.70168
0.16120,0.70215
0.16151,0.70215
0.16151,0.70261
0.16276,0.70261
0.16276,0.70308
0.16370,0.70308
0.16370,0.70401
0.16526,0.70401
0.16526,0.70448
0.16557,0.70448
0.16557,0.70682
0.16620,0.70682
0.16620,0.70822
0.16682,0.70822
0.16682,0.70868
0.16745,0.70868
0.16745,0.70915
0.16776,0.70915
0.16776,0.70962
0.16807,0.70962
0.16807,0.71008
0.16901,0.71008
0.16901,0.71055
0.16932,0.71055
0.16932,0.71195
0.16995,0.71195
0.16995,0.71242
0.17026,0.71242
0.17026,0.71335
0.17057,0.71335
0.17057,0.71475
0.17182,0.71475
0.17182,0.71662
0.17213,0.71662
0.17213,0.71755
0.17370,0.71755
0.17370,0.71802
0.17401,0.71802
0.17401,0.71849
0.17463,0.71849
0.17463,0.71895
0.17526,0.71895
0.17526,0.71942
0.17588,0.71942
0.17588,0.72035
0.17619,0.72035
0.17619,0.72082
0.17651,0.72082
0.17651,0.72176
0.17713,0.72176
0.17713,0.72222
0.17963,0.72222
0.17963,0.72362
0.18026,0.72362
0.18026,0.72456
0.18088,0.72456
0.18088,0.72502
0.18276,0.72502
0.18276,0.72549
0.18307,0.72549
0.18307,0.72596
0.18463,0.72596
0.18463,0.72736
0.18525,0.72736
0.18525,0.72829
0.18588,0.72829
0.18588,0.72876
0.18650,0.72876
0.18650,0.72923
0.18682,0.72923
0.18682,0.72969
0.18838,0.72969
0.18838,0.73016
0.18900,0.73016
0.18900,0.73063
0.19150,0.73063
0.19150,0.73249
0.19182,0.73249
0.19182,0.73389
0.19244,0.73389
0.19244,0.73436
0.19338,0.73436
0.19338,0.73529
0.19400,0.73529
0.19400,0.73576
0.19431,0.73576
0.19431,0.73623
0.19556,0.73623
0.19556,0.73716
0.19838,0.73716
0.19838,0.73763
0.19900,0.73763
0.19900,0.73810
0.19963,0.73810
0.19963,0.73856
0.20056,0.73856
0.20056,0.73903
0.20087,0.73903
0.20087,0.73950
0.20119,0.73950
0.20119,0.74043
0.20181,0.74043
0.20181,0.74090
0.20244,0.74090
0.20244,0.74183
0.20275,0.74183
0.20275,0.74230
0.20369,0.74230
0.20369,0.74416
0.20400,0.74416
0.20400,0.74510
0.20431,0.74510
0.20431,0.74556
0.20494,0.74556
0.20494,0.74603
0.20556,0.74603
0.20556,0.74650
0.20619,0.74650
0.20619,0.74697
0.20681,0.74697
0.20681,0.74743
0.20744,0.74743
0.20744,0.74837
0.20775,0.74837
0.20775,0.74883
0.20806,0.74883
0.20806,0.74930
0.20900,0.74930
0.20900,0.75023
0.21025,0.75023
0.21025,0.75070
0.21118,0.75070
0.21118,0.75117
0.21243,0.75117
0.21243,0.75163
0.21337,0.75163
0.21337,0.75210
0.21400,0.75210
0.21400,0.75257
0.21556,0.75257
