FPR_Micro,TPR_Micro
0.02354,0.09433
0.02354,0.09470
0.02354,0.09545
0.02354,0.09583
0.02354,0.09601
0.02354,0.09714
0.02354,0.09770
0.02354,0.09789
0.02354,0.09845
0.02354,0.09882
0.02354,0.09957
0.02354,0.09994
0.02354,0.10013
0.02354,0.10107
0.02354,0.10125
0.02354,0.10200
0.02354,0.10256
0.02354,0.10331
0.02358,0.10425
0.02358,0.10462
0.02358,0.10612
0.02358,0.10649
0.02358,0.10706
0.02358,0.10743
0.02358,0.10837
0.02358,0.10855
0.02358,0.10911
0.02358,0.10949
0.02358,0.10968
0.02358,0.11024
0.02363,0.11099
0.02363,0.11136
0.02363,0.11211
0.02363,0.11230
0.02363,0.11305
0.02363,0.11323
0.02363,0.11473
0.02368,0.11492
0.02368,0.11510
0.02368,0.11567
0.02368,0.11641
0.02368,0.11679
0.02368,0.11754
0.02368,0.11829
0.02368,0.11941
0.02368,0.11960
0.02372,0.11978
0.02372,0.12091
0.02372,0.12165
0.02372,0.12184
0.02372,0.12259
0.02372,0.12334
0.02372,0.12390
0.02372,0.12465
0.02372,0.12484
0.02372,0.12558
0.02372,0.12615
0.02372,0.12690
0.02372,0.12802
0.02372,0.12821
0.02372,0.12858
0.02382,0.12858
0.02382,0.12895
0.02382,0.12952
0.02382,0.13026
0.02382,0.13083
0.02382,0.13157
0.02382,0.13270
0.02382,0.13288
0.02382,0.13326
0.02382,0.13345
0.02382,0.13401
0.02382,0.13419
0.02382,0.13476
0.02382,0.13494
0.02386,0.13513
0.02386,0.13625
0.02386,0.13644
0.02386,0.13700
0.02386,0.13738
0.02386,0.13775
0.02386,0.13794
0.02386,0.13831
0.02386,0.13887
0.02386,0.14000
0.02386,0.14018
0.02386,0.14074
0.02386,0.14149
0.02386,0.14206
0.02386,0.14318
0.02386,0.14355
0.02386,0.14430
0.02386,0.14449
0.02386,0.14505
0.02386,0.14580
0.02386,0.14655
0.02386,0.14748
0.02396,0.14786
0.02396,0.14823
0.02396,0.14898
0.02396,0.14954
0.02396,0.14992
0.02396,0.15066
0.02396,0.15104
0.02396,0.15123
0.02396,0.15160
0.02396,0.15216
0.02396,0.15328
0.02400,0.15347
0.02400,0.15366
0.02400,0.15441
0.02400,0.15478
0.02400,0.15516
0.02400,0.15534
0.02400,0.15572
0.02400,0.15609
0.02400,0.15665
0.02400,0.15703
0.02400,0.15740
0.02400,0.15796
0.02400,0.15834
0.02405,0.15927
0.02405,0.15946
0.02405,0.15984
0.02405,0.16002
0.02405,0.16040
0.02405,0.16058
0.02405,0.16133
0.02405,0.16208
0.02410,0.16227
0.02410,0.16302
0.02410,0.16377
0.02410,0.16414
0.02410,0.16433
0.02410,0.16508
0.02410,0.16582
0.02410,0.16639
0.02410,0.16676
0.02410,0.16732
0.02410,0.16788
0.02410,0.16844
0.02410,0.16901
0.02410,0.17050
0.02410,0.17088
0.02410,0.17106
0.02410,0.17163
0.02410,0.17181
0.02410,0.17294
0.02410,0.17350
0.02410,0.17462
0.02410,0.17481
0.02410,0.17537
0.02410,0.17574
0.02410,0.17649
0.02410,0.17687
0.02410,0.17799
0.02410,0.17818
0.02410,0.17893
0.02410,0.17930
0.02410,0.17967
0.02410,0.18005
0.02410,0.18098
0.02410,0.18155
0.02410,0.18229
0.02410,0.18248
0.02410,0.18304
0.02410,0.18379
0.02410,0.18548
0.02410,0.18585
0.02410,0.18697
0.02410,0.18772
0.02410,0.18791
0.02410,0.18847
0.02410,0.18885
0.02410,0.18997
0.02410,0.19072
0.02410,0.19109
0.02410,0.19147
0.02410,0.19184
0.02410,0.19221
0.02410,0.19259
0.02410,0.19371
0.02410,0.19409
0.02414,0.19409
0.02414,0.19446
0.02414,0.19483
0.02414,0.19502
0.02414,0.19540
0.02414,0.19577
0.02414,0.19614
0.02419,0.19652
0.02419,0.19745
0.02419,0.19783
0.02419,0.19802
0.02419,0.19839
0.02419,0.19895
0.02419,0.19933
0.02424,0.19951
0.02424,0.19989
0.02424,0.20045
0.02424,0.20120
0.02424,0.20213
0.02424,0.20251
0.02424,0.20344
0.02424,0.20382
0.02424,0.20457
0.02424,0.20569
0.02424,0.20588
0.02424,0.20625
0.02424,0.20719
0.02424,0.20794
0.02424,0.20812
0.02424,0.20850
0.02424,0.20962
0.02424,0.21074
0.02424,0.21149
0.02424,0.21187
0.02424,0.21205
0.02424,0.21243
0.02424,0.21280
0.02424,0.21318
0.02424,0.21355
0.02424,0.21430
0.02424,0.21449
0.02424,0.21486
0.02424,0.21523
0.02424,0.21561
0.02428,0.21580
0.02428,0.21636
0.02433,0.21655
0.02433,0.21729
0.02438,0.21729
0.02438,0.21786
0.02442,0.21786
0.02442,0.21823
0.02442,0.21991
0.02442,0.22104
0.02442,0.22197
0.02442,0.22235
0.02442,0.22441
0.02442,0.22478
0.02442,0.22497
0.02442,0.22534
0.02442,0.22665
0.02442,0.22740
0.02442,0.22834
0.02442,0.22871
0.02442,0.22946
0.02442,0.22983
0.02442,0.23002
0.02442,0.23039
0.02442,0.23058
0.02442,0.23096
0.02442,0.23171
0.02442,0.23208
0.02442,0.23227
0.02442,0.23302
0.02447,0.23302
0.02447,0.23358
0.02447,0.23395
0.02447,0.23433
0.02447,0.23451
0.02447,0.23489
0.02447,0.23582
0.02447,0.23751
0.02447,0.23769
0.02447,0.23807
0.02447,0.23826
0.02447,0.23863
0.02447,0.23900
0.02447,0.23975
0.02447,0.24050
0.02447,0.24088
0.02447,0.24200
0.02447,0.24312
0.02452,0.24331
0.02452,0.24387
0.02452,0.24499
0.02452,0.24537
0.02452,0.24574
0.02452,0.24630
0.02452,0.24668
0.02452,0.24724
0.02452,0.24818
0.02452,0.24855
0.02452,0.24911
0.02452,0.24949
0.02452,0.24967
0.02456,0.24967
0.02456,0.24986
0.02456,0.25023
0.02456,0.25042
0.02461,0.25061
0.02461,0.25098
0.02461,0.25117
0.02461,0.25154
0.02461,0.25173
0.02461,0.25248
0.02461,0.25285
0.02461,0.25323
0.02461,0.25398
0.02461,0.25454
0.02461,0.25585
0.02461,0.25622
0.02461,0.25660
0.02461,0.25716
0.02461,0.25735
0.02461,0.25772
0.02461,0.25809
0.02461,0.25847
0.02461,0.25959
0.02466,0.25959
0.02466,0.26090
0.02471,0.26090
0.02471,0.26146
0.02471,0.26259
0.02471,0.26483
0.02471,0.26539
0.02471,0.26577
0.02471,0.26614
0.02471,0.26652
0.02471,0.26801
0.02471,0.26839
0.02471,0.26876
0.02471,0.26914
0.02471,0.26932
0.02471,0.26970
0.02471,0.26989
0.02471,0.27026
0.02471,0.27063
0.02471,0.27101
0.02471,0.27138
0.02475,0.27138
0.02475,0.27176
0.02475,0.27213
0.02475,0.27382
0.02480,0.27382
0.02480,0.27531
0.02480,0.27569
0.02480,0.27625
0.02480,0.27662
0.02480,0.27719
0.02480,0.27775
0.02480,0.27812
0.02480,0.27887
0.02480,0.27906
0.02480,0.27943
0.02480,0.27962
0.02480,0.28037
0.02480,0.28093
0.02480,0.28130
0.02480,0.28149
0.02480,0.28186
0.02485,0.28205
0.02485,0.28243
0.02485,0.28299
0.02485,0.28336
0.02485,0.28355
0.02485,0.28392
0.02485,0.28430
0.02485,0.28467
0.02485,0.28542
0.02485,0.28579
0.02485,0.28617
0.02489,0.28636
0.02489,0.28729
0.02489,0.28767
0.02494,0.28785
0.02494,0.28879
0.02494,0.28954
0.02494,0.29122
0.02494,0.29160
0.02494,0.29253
0.02494,0.29291
0.02494,0.29309
0.02494,0.29347
0.02494,0.29366
0.02494,0.29403
0.02494,0.29459
0.02494,0.29478
0.02494,0.29534
0.02494,0.29646
0.02494,0.29684
0.02494,0.29702
0.02494,0.29740
0.02494,0.29796
0.02494,0.29871
0.02494,0.29946
0.02499,0.29964
0.02499,0.30114
0.02499,0.30152
0.02499,0.30189
0.02503,0.30189
0.02503,0.30301
0.02503,0.30357
0.02503,0.30414
0.02508,0.30432
0.02508,0.30470
0.02508,0.30507
0.02508,0.30545
0.02508,0.30582
0.02508,0.30807
0.02513,0.30807
0.02513,0.30844
0.02513,0.30882
0.02513,0.30956
0.02513,0.31106
0.02513,0.31144
0.02513,0.31181
0.02513,0.31218
0.02517,0.31256
0.02517,0.31312
0.02517,0.31349
0.02517,0.31537
0.02517,0.31574
0.02517,0.31611
0.02517,0.31649
0.02517,0.31668
0.02517,0.31705
0.02517,0.31836
0.02517,0.31892
0.02522,0.31892
0.02522,0.31930
0.02522,0.32023
0.02527,0.32023
0.02527,0.32061
0.02527,0.32117
0.02527,0.32210
0.02527,0.32248
0.02531,0.32248
0.02531,0.32267
0.02531,0.32323
0.02531,0.32341
0.02536,0.32360
0.02536,0.32491
0.02536,0.32529
0.02536,0.32547
0.02541,0.32547
0.02541,0.32622
0.02545,0.32641
0.02545,0.32678
0.02545,0.32697
0.02550,0.32716
0.02550,0.32753
0.02550,0.32791
0.02550,0.32828
0.02555,0.32828
0.02555,0.32884
0.02555,0.32978
0.02559,0.32996
0.02559,0.33202
0.02559,0.33240
0.02559,0.33277
0.02559,0.33315
0.02559,0.33539
0.02564,0.33539
0.02564,0.33577
0.02569,0.33595
0.02569,0.33614
0.02569,0.33652
0.02569,0.33726
0.02569,0.33764
0.02569,0.33801
0.02569,0.33839
0.02569,0.33970
0.02569,0.34007
0.02569,0.34157
0.02573,0.34157
0.02573,0.34325
0.02573,0.34363
0.02573,0.34569
0.02573,0.34606
0.02573,0.34625
0.02573,0.34662
0.02573,0.34812
0.02573,0.34849
0.02573,0.35093
0.02573,0.35130
0.02573,0.35186
0.02573,0.35242
0.02573,0.35317
0.02578,0.35317
0.02578,0.35373
0.02583,0.35373
0.02583,0.35504
0.02583,0.35542
0.02583,0.35579
0.02587,0.35579
0.02587,0.35729
0.02587,0.35785
0.02587,0.35841
0.02587,0.35879
0.02587,0.36103
0.02592,0.36103
0.02592,0.36141
0.02592,0.36178
0.02592,0.36571
0.02592,0.36609
0.02592,0.36646
0.02592,0.36684
0.02592,0.36758
0.02597,0.36777
0.02597,0.36889
0.02597,0.36927
0.02597,0.37114
0.02597,0.37151
0.02597,0.37208
0.02597,0.37245
0.02597,0.37264
0.02602,0.37264
0.02602,0.37675
0.02606,0.37675
0.02606,0.37750
0.02611,0.37750
0.02611,0.37994
0.02611,0.38031
0.02611,0.38200
0.02616,0.38200
0.02616,0.38237
0.02620,0.38237
0.02620,0.38387
0.02625,0.38387
0.02625,0.38667
0.02630,0.38667
0.02630,0.38705
0.02639,0.38705
0.02639,0.38911
0.02639,0.38948
0.02639,0.39004
0.02639,0.39042
0.02639,0.39173
0.02644,0.39173
0.02644,0.39322
0.02644,0.39360
0.02644,0.39379
0.02648,0.39379
0.02648,0.39472
0.02653,0.39472
0.02653,0.39622
0.02658,0.39641
0.02658,0.39716
0.02662,0.39716
0.02662,0.39903
0.02667,0.39903
0.02667,0.39940
0.02667,0.39978
0.02672,0.39978
0.02672,0.40034
0.02686,0.40034
0.02686,0.40127
0.02686,0.40165
0.02686,0.40183
0.02686,0.40221
0.02686,0.40240
0.02686,0.40277
0.02686,0.40296
0.02686,0.40333
0.02686,0.40520
0.02686,0.40558
0.02690,0.40558
0.02690,0.40595
0.02690,0.40651
0.02695,0.40651
0.02695,0.40820
0.02700,0.40820
0.02700,0.40951
0.02700,0.40988
0.02700,0.41101
0.02700,0.41138
0.02700,0.41437
0.02700,0.41475
0.02700,0.41494
0.02704,0.41494
0.02704,0.41531
0.02704,0.41587
0.02709,0.41587
0.02709,0.41849
0.02714,0.41849
0.02714,0.41868
0.02714,0.41905
0.02714,0.42130
0.02714,0.42167
0.02714,0.42317
0.02719,0.42317
0.02719,0.42411
0.02723,0.42411
0.02723,0.42523
0.02728,0.42523
0.02728,0.42748
0.02733,0.42748
0.02733,0.42822
0.02737,0.42822
0.02742,0.42841
0.02742,0.42916
0.02747,0.42916
0.02747,0.42972
0.02751,0.42972
0.02751,0.43028
0.02756,0.43066
0.02756,0.43103
0.02756,0.43141
0.02756,0.43272
0.02765,0.43272
0.02765,0.43309
0.02770,0.43309
0.02770,0.43328
0.02770,0.43365
0.02770,0.43384
0.02775,0.43384
0.02775,0.43496
0.02779,0.43496
0.02779,0.43721
0.02784,0.43721
0.02784,0.43870
0.02789,0.43870
0.02789,0.44189
0.02793,0.44189
0.02793,0.44245
0.02798,0.44245
0.02798,0.44582
0.02807,0.44582
0.02807,0.44713
0.02817,0.44713
0.02817,0.44731
0.02821,0.44731
0.02821,0.44919
0.02831,0.44919
0.02831,0.44937
0.02835,0.44937
0.02835,0.44975
0.02835,0.45106
0.02840,0.45106
0.02840,0.45162
0.02840,0.45199
0.02840,0.45312
0.02845,0.45312
0.02845,0.45461
0.02854,0.45461
0.02854,0.45536
0.02859,0.45536
0.02859,0.45592
0.02864,0.45592
0.02864,0.45705
0.02868,0.45705
0.02868,0.45854
0.02873,0.45854
0.02873,0.46060
0.02878,0.46060
0.02878,0.46285
0.02878,0.46322
0.02878,0.46622
0.02882,0.46622
0.02882,0.46753
0.02887,0.46753
0.02887,0.46884
0.02892,0.46884
0.02892,0.46902
0.02896,0.46902
0.02896,0.46940
0.02901,0.46959
0.02901,0.47127
0.02906,0.47127
0.02906,0.47183
0.02915,0.47183
0.02915,0.47258
0.02920,0.47258
0.02920,0.47352
0.02924,0.47352
0.02924,0.47370
0.02924,0.47408
0.02924,0.47464
0.02934,0.47464
0.02934,0.47483
0.02938,0.47483
0.02938,0.47501
0.02943,0.47501
0.02943,0.47614
0.02948,0.47614
0.02948,0.47670
0.02952,0.47670
0.02952,0.47932
0.02957,0.47932
0.02957,0.48007
0.02962,0.48007
0.02962,0.48025
0.02966,0.48025
0.02966,0.48044
0.02971,0.48044
0.02971,0.48100
0.02976,0.48100
0.02976,0.48119
0.02981,0.48119
0.02981,0.48156
0.02985,0.48156
0.02985,0.48213
0.02990,0.48231
0.02990,0.48287
0.02995,0.48287
0.02995,0.48456
0.03004,0.48456
0.03009,0.48493
0.03009,0.48512
0.03013,0.48512
0.03013,0.48643
0.03018,0.48643
0.03018,0.48718
0.03023,0.48718
0.03023,0.48737
0.03027,0.48737
0.03027,0.48755
0.03032,0.48755
0.03032,0.48812
0.03032,0.48849
0.03032,0.48905
0.03037,0.48905
0.03037,0.48961
0.03041,0.48961
0.03041,0.48980
0.03046,0.48980
0.03046,0.48999
0.03051,0.48999
0.03051,0.49074
0.03055,0.49074
0.03055,0.49092
0.03060,0.49092
0.03060,0.49336
0.03065,0.49336
0.03065,0.49429
0.03069,0.49429
0.03069,0.49448
0.03083,0.49448
0.03083,0.49467
0.03088,0.49467
0.03088,0.49504
0.03093,0.49504
0.03093,0.49523
0.03112,0.49523
0.03112,0.49579
0.03116,0.49579
0.03116,0.49616
0.03121,0.49616
0.03121,0.49635
0.03130,0.49635
0.03130,0.49710
0.03135,0.49710
0.03135,0.49729
0.03140,0.49729
0.03140,0.49822
0.03144,0.49822
0.03144,0.49897
0.03154,0.49897
0.03154,0.49916
0.03154,0.49953
0.03154,0.50028
0.03163,0.50028
0.03163,0.50271
0.03168,0.50271
0.03168,0.50290
0.03177,0.50290
0.03177,0.50309
0.03182,0.50309
0.03182,0.50552
0.03186,0.50552
0.03186,0.50590
0.03191,0.50590
0.03191,0.50646
0.03196,0.50646
0.03196,0.50758
0.03205,0.50758
0.03205,0.50983
0.03210,0.50983
0.03210,0.51057
0.03214,0.51057
0.03214,0.51114
0.03219,0.51114
0.03219,0.51357
0.03224,0.51357
0.03224,0.51413
0.03229,0.51413
0.03229,0.51563
0.03233,0.51563
0.03233,0.51582
0.03238,0.51582
0.03238,0.51769
0.03243,0.51769
0.03243,0.51787
0.03243,0.51825
0.03243,0.51844
0.03247,0.51844
0.03247,0.51918
0.03252,0.51918
0.03252,0.52068
0.03257,0.52068
0.03257,0.52143
0.03266,0.52143
0.03266,0.52162
0.03271,0.52162
0.03271,0.52180
0.03280,0.52180
0.03280,0.52349
0.03289,0.52349
0.03289,0.52386
0.03294,0.52386
0.03294,0.52405
0.03294,0.52442
0.03294,0.52461
0.03299,0.52461
0.03299,0.52480
0.03303,0.52480
0.03303,0.52499
0.03308,0.52499
0.03308,0.52536
0.03308,0.52573
0.03308,0.52630
0.03313,0.52630
0.03313,0.52648
0.03317,0.52648
0.03317,0.52667
0.03322,0.52667
0.03322,0.52742
0.03327,0.52742
0.03327,0.52835
0.03331,0.52835
0.03331,0.52929
0.03336,0.52929
0.03336,0.52985
0.03341,0.52985
0.03341,0.53023
0.03345,0.53023
0.03345,0.53041
0.03355,0.53041
0.03355,0.53172
0.03364,0.53172
0.03364,0.53210
0.03369,0.53210
0.03369,0.53247
0.03378,0.53247
0.03378,0.53416
0.03383,0.53416
0.03383,0.53491
0.03388,0.53491
0.03388,0.53509
0.03392,0.53509
0.03392,0.53603
0.03397,0.53603
0.03397,0.53696
0.03406,0.53696
0.03406,0.53753
0.03411,0.53753
0.03411,0.53809
0.03416,0.53809
0.03416,0.53827
0.03420,0.53827
0.03420,0.53902
0.03425,0.53902
0.03425,0.53996
0.03430,0.53996
0.03430,0.54015
0.03434,0.54015
0.03434,0.54127
0.03444,0.54127
0.03444,0.54164
0.03453,0.54164
0.03453,0.54220
0.03462,0.54220
0.03462,0.54277
0.03467,0.54277
0.03467,0.54314
0.03472,0.54314
0.03472,0.54408
0.03486,0.54408
0.03486,0.54501
0.03491,0.54501
0.03491,0.54539
0.03495,0.54539
0.03500,0.54557
0.03500,0.54595
0.03505,0.54595
0.03505,0.54614
0.03509,0.54614
0.03509,0.54632
0.03514,0.54632
0.03514,0.54651
0.03519,0.54651
0.03519,0.54707
0.03523,0.54707
0.03523,0.54763
0.03533,0.54763
0.03533,0.54819
0.03537,0.54819
0.03537,0.55025
0.03542,0.55025
0.03542,0.55044
0.03551,0.55044
0.03551,0.55138
0.03575,0.55138
0.03575,0.55156
0.03579,0.55156
0.03579,0.55175
0.03584,0.55175
0.03584,0.55231
0.03593,0.55231
0.03593,0.55250
0.03603,0.55250
0.03603,0.55287
0.03617,0.55287
0.03617,0.55437
0.03622,0.55437
0.03622,0.55456
0.03626,0.55456
0.03626,0.55493
0.03640,0.55493
0.03640,0.55549
0.03645,0.55549
0.03645,0.55568
0.03650,0.55568
0.03650,0.55736
0.03673,0.55736
0.03673,0.55774
0.03678,0.55774
0.03678,0.55811
0.03687,0.55811
0.03687,0.55849
0.03696,0.55849
0.03696,0.55867
0.03706,0.55867
0.03706,0.55886
0.03710,0.55886
0.03710,0.55924
0.03762,0.55924
0.03762,0.55999
0.03767,0.55999
0.03767,0.56073
0.03771,0.56073
0.03771,0.56092
0.03776,0.56092
0.03776,0.56167
0.03785,0.56167
0.03785,0.56204
0.03795,0.56204
0.03795,0.56279
0.03799,0.56279
0.03799,0.56354
0.03809,0.56354
0.03809,0.56392
0.03813,0.56392
0.03813,0.56466
0.03818,0.56466
0.03818,0.56485
0.03837,0.56485
0.03837,0.56504
0.03841,0.56504
0.03841,0.56541
0.03846,0.56541
0.03846,0.56560
0.03856,0.56560
0.03856,0.56579
0.03860,0.56579
0.03860,0.56616
0.03865,0.56616
0.03865,0.56672
0.03870,0.56672
0.03870,0.56728
0.03879,0.56728
0.03879,0.56785
0.03884,0.56785
0.03884,0.56803
0.03888,0.56803
0.03888,0.56822
0.03907,0.56822
0.03907,0.56841
0.03916,0.56841
0.03916,0.56859
0.03921,0.56859
0.03921,0.56878
0.03926,0.56878
0.03926,0.56897
0.03930,0.56897
0.03930,0.56916
0.03935,0.56916
0.03935,0.56953
0.03940,0.56953
0.03940,0.56972
0.03944,0.56972
0.03944,0.56990
0.03949,0.56990
0.03949,0.57009
0.03968,0.57009
0.03968,0.57028
0.03972,0.57028
0.03972,0.57065
0.03977,0.57065
0.03977,0.57140
0.03987,0.57140
0.03987,0.57159
0.03991,0.57159
0.03991,0.57215
0.03996,0.57215
0.03996,0.57252
0.04005,0.57252
0.04005,0.57271
0.04010,0.57271
0.04010,0.57290
0.04029,0.57290
0.04029,0.57309
0.04038,0.57309
0.04038,0.57327
0.04043,0.57327
0.04043,0.57365
0.04047,0.57365
0.04047,0.57383
0.04052,0.57383
0.04052,0.57402
0.04057,0.57402
0.04057,0.57458
0.04061,0.57458
0.04061,0.57496
0.04066,0.57496
0.04066,0.57515
0.04075,0.57515
0.04075,0.57533
0.04085,0.57533
0.04085,0.57627
0.04103,0.57627
0.04103,0.57646
0.04122,0.57646
0.04122,0.57664
0.04127,0.57664
0.04127,0.57683
0.04132,0.57683
0.04132,0.57702
0.04136,0.57702
0.04136,0.57720
0.04141,0.57720
0.04141,0.57795
0.04150,0.57795
0.04150,0.57870
0.04169,0.57870
0.04169,0.57964
0.04183,0.57964
0.04183,0.57982
0.04206,0.57982
0.04206,0.58020
0.04216,0.58020
0.04216,0.58057
0.04235,0.58057
0.04235,0.58076
0.04239,0.58076
0.04239,0.58095
0.04249,0.58095
0.04249,0.58113
0.04263,0.58113
0.04263,0.58207
0.04300,0.58207
0.04300,0.58226
0.04305,0.58226
0.04305,0.58263
0.04319,0.58263
0.04319,0.58301
0.04323,0.58301
0.04323,0.58319
0.04328,0.58319
0.04328,0.58357
0.04333,0.58357
0.04333,0.58600
0.04337,0.58600
0.04337,0.58619
0.04342,0.58619
0.04342,0.58637
0.04347,0.58637
0.04347,0.58656
0.04356,0.58656
0.04356,0.58675
0.04361,0.58675
0.04361,0.58787
0.04370,0.58787
0.04370,0.58825
0.04375,0.58825
0.04375,0.58843
0.04380,0.58843
0.04380,0.58862
