FPR_Micro,TPR_Micro
0.02438,0.20419
0.02438,0.20475
0.02438,0.20532
0.02438,0.20569
0.02438,0.20625
0.02438,0.20644
0.02438,0.20700
0.02438,0.20737
0.02442,0.20756
0.02442,0.20775
0.02442,0.20812
0.02442,0.20887
0.02442,0.20925
0.02447,0.20981
0.02447,0.21018
0.02447,0.21037
0.02447,0.21093
0.02447,0.21149
0.02447,0.21205
0.02447,0.21299
0.02447,0.21318
0.02447,0.21355
0.02447,0.21374
0.02447,0.21411
0.02447,0.21505
0.02447,0.21580
0.02447,0.21636
0.02447,0.21673
0.02452,0.21711
0.02452,0.21729
0.02456,0.21729
0.02456,0.21767
0.02456,0.21823
0.02456,0.21898
0.02456,0.21917
0.02456,0.21954
0.02456,0.21973
0.02456,0.22010
0.02456,0.22122
0.02456,0.22235
0.02466,0.22253
0.02466,0.22291
0.02466,0.22328
0.02466,0.22403
0.02466,0.22441
0.02466,0.22478
0.02466,0.22553
0.02466,0.22590
0.02466,0.22646
0.02466,0.22684
0.02466,0.22703
0.02466,0.22777
0.02466,0.22890
0.02466,0.23002
0.02466,0.23058
0.02466,0.23096
0.02466,0.23133
0.02466,0.23171
0.02466,0.23227
0.02466,0.23283
0.02466,0.23339
0.02471,0.23376
0.02471,0.23451
0.02471,0.23507
0.02471,0.23526
0.02471,0.23564
0.02471,0.23620
0.02471,0.23638
0.02471,0.23695
0.02471,0.23732
0.02475,0.23788
0.02475,0.23863
0.02475,0.23919
0.02475,0.23957
0.02475,0.23975
0.02475,0.24013
0.02475,0.24031
0.02475,0.24069
0.02475,0.24088
0.02475,0.24125
0.02475,0.24162
0.02475,0.24237
0.02475,0.24256
0.02475,0.24293
0.02475,0.24312
0.02475,0.24350
0.02475,0.24424
0.02475,0.24443
0.02475,0.24481
0.02475,0.24499
0.02475,0.24537
0.02475,0.24574
0.02475,0.24612
0.02475,0.24630
0.02475,0.24668
0.02480,0.24668
0.02480,0.24780
0.02480,0.24874
0.02480,0.24930
0.02480,0.24967
0.02480,0.25117
0.02480,0.25154
0.02480,0.25211
0.02480,0.25248
0.02480,0.25285
0.02480,0.25360
0.02480,0.25379
0.02480,0.25435
0.02480,0.25454
0.02480,0.25491
0.02480,0.25641
0.02480,0.25678
0.02480,0.25735
0.02480,0.25809
0.02480,0.25847
0.02480,0.25884
0.02480,0.25922
0.02480,0.25978
0.02480,0.25997
0.02480,0.26034
0.02480,0.26090
0.02480,0.26128
0.02480,0.26146
0.02480,0.26184
0.02480,0.26240
0.02480,0.26277
0.02480,0.26296
0.02480,0.26371
0.02480,0.26446
0.02480,0.26521
0.02480,0.26596
0.02480,0.26670
0.02480,0.26727
0.02480,0.26745
0.02480,0.26783
0.02480,0.26801
0.02480,0.26839
0.02480,0.26876
0.02480,0.26951
0.02480,0.26989
0.02480,0.27101
0.02480,0.27120
0.02480,0.27157
0.02480,0.27213
0.02480,0.27307
0.02480,0.27344
0.02480,0.27363
0.02480,0.27400
0.02480,0.27419
0.02480,0.27494
0.02480,0.27550
0.02480,0.27625
0.02480,0.27662
0.02480,0.27700
0.02480,0.27812
0.02480,0.27868
0.02480,0.27943
0.02480,0.27981
0.02480,0.28074
0.02480,0.28112
0.02480,0.28186
0.02480,0.28243
0.02480,0.28317
0.02485,0.28355
0.02485,0.28374
0.02485,0.28467
0.02485,0.28505
0.02485,0.28579
0.02485,0.28636
0.02485,0.28673
0.02485,0.28692
0.02485,0.28729
0.02485,0.28767
0.02485,0.28841
0.02485,0.28916
0.02485,0.28991
0.02485,0.29010
0.02485,0.29047
0.02485,0.29160
0.02485,0.29197
0.02485,0.29235
0.02485,0.29309
0.02485,0.29366
0.02485,0.29459
0.02494,0.29497
0.02494,0.29515
0.02494,0.29553
0.02494,0.29628
0.02494,0.29665
0.02494,0.29702
0.02494,0.29777
0.02494,0.29796
0.02494,0.29871
0.02494,0.29890
0.02494,0.29927
0.02494,0.30058
0.02494,0.30095
0.02494,0.30114
0.02494,0.30152
0.02494,0.30208
0.02494,0.30264
0.02494,0.30301
0.02494,0.30376
0.02499,0.30376
0.02499,0.30432
0.02499,0.30470
0.02499,0.30582
0.02499,0.30620
0.02499,0.30657
0.02503,0.30657
0.02503,0.30694
0.02503,0.30732
0.02503,0.30769
0.02503,0.30807
0.02503,0.31013
0.02503,0.31050
0.02503,0.31406
0.02503,0.31443
0.02503,0.31462
0.02503,0.31537
0.02503,0.31555
0.02503,0.31593
0.02503,0.31892
0.02503,0.31930
0.02503,0.32061
0.02503,0.32098
0.02503,0.32341
0.02503,0.32379
0.02503,0.32472
0.02503,0.32510
0.02503,0.32603
0.02503,0.32678
0.02503,0.32772
0.02503,0.32809
0.02503,0.32828
0.02503,0.32865
0.02503,0.32959
0.02508,0.32959
0.02508,0.33034
0.02513,0.33034
0.02513,0.33090
0.02513,0.33127
0.02513,0.33221
0.02517,0.33221
0.02517,0.33258
0.02517,0.33333
0.02517,0.33446
0.02517,0.33483
0.02517,0.33595
0.02517,0.33633
0.02517,0.33726
0.02517,0.33764
0.02517,0.33820
0.02517,0.33876
0.02517,0.33914
0.02517,0.33932
0.02522,0.33951
0.02522,0.34250
0.02522,0.34288
0.02522,0.34325
0.02522,0.34363
0.02522,0.34419
0.02522,0.34475
0.02522,0.34924
0.02522,0.34999
0.02527,0.35018
0.02527,0.35036
0.02527,0.35074
0.02527,0.35261
0.02527,0.35299
0.02527,0.35336
0.02527,0.35373
0.02527,0.35392
0.02527,0.35448
0.02527,0.35486
0.02527,0.35579
0.02527,0.35617
0.02527,0.35785
0.02527,0.35823
0.02527,0.35879
0.02531,0.35879
0.02531,0.35991
0.02531,0.36028
0.02531,0.36272
0.02531,0.36347
0.02531,0.36459
0.02531,0.36496
0.02531,0.36571
0.02531,0.36609
0.02531,0.36740
0.02531,0.36777
0.02531,0.36871
0.02531,0.36908
0.02531,0.37002
0.02531,0.37039
0.02531,0.37301
0.02531,0.37339
0.02531,0.37507
0.02531,0.37544
0.02531,0.37563
0.02531,0.37601
0.02531,0.37694
0.02531,0.37732
0.02531,0.37769
0.02531,0.37806
0.02531,0.37863
0.02531,0.37900
0.02531,0.37956
0.02531,0.38143
0.02531,0.38181
0.02531,0.38274
0.02536,0.38274
0.02536,0.38705
0.02536,0.38742
0.02536,0.38929
0.02541,0.38929
0.02541,0.39809
0.02541,0.39847
0.02541,0.40052
0.02545,0.40052
0.02545,0.40071
0.02545,0.40109
0.02545,0.40258
0.02550,0.40258
0.02550,0.40352
0.02555,0.40352
0.02555,0.40445
0.02559,0.40464
0.02559,0.40670
0.02559,0.40707
0.02559,0.40764
0.02559,0.40801
0.02559,0.40876
0.02559,0.40913
0.02559,0.41306
0.02559,0.41344
0.02559,0.41625
0.02564,0.41625
0.02564,0.41699
0.02569,0.41699
0.02569,0.42018
0.02573,0.42018
0.02573,0.42111
0.02573,0.42149
0.02573,0.42261
0.02573,0.42336
0.02573,0.42579
0.02578,0.42598
0.02578,0.42804
0.02583,0.42804
0.02583,0.42879
0.02587,0.42879
0.02587,0.43084
0.02592,0.43084
0.02592,0.43122
0.02597,0.43122
0.02597,0.43159
0.02602,0.43159
0.02602,0.43253
0.02606,0.43253
0.02606,0.43309
0.02611,0.43309
0.02611,0.43571
0.02611,0.43608
0.02611,0.43908
0.02611,0.43945
0.02611,0.43964
0.02616,0.43964
0.02616,0.44058
0.02620,0.44058
0.02620,0.44095
0.02620,0.44207
0.02620,0.44245
0.02620,0.44395
0.02625,0.44395
0.02625,0.44413
0.02630,0.44413
0.02630,0.44488
0.02634,0.44488
0.02634,0.44769
0.02644,0.44769
0.02648,0.44769
0.02648,0.44862
0.02648,0.44900
0.02648,0.44919
0.02653,0.44919
0.02653,0.44975
0.02658,0.44975
0.02658,0.45031
0.02662,0.45031
0.02662,0.45050
0.02662,0.45087
0.02662,0.45106
0.02667,0.45106
0.02667,0.45181
0.02676,0.45181
0.02676,0.45237
0.02681,0.45237
0.02681,0.45405
0.02686,0.45405
0.02686,0.45461
0.02690,0.45461
0.02690,0.45499
0.02695,0.45499
0.02695,0.45536
0.02700,0.45536
0.02700,0.45555
0.02704,0.45555
0.02704,0.45592
0.02704,0.45630
0.02704,0.45649
0.02709,0.45649
0.02709,0.46079
0.02719,0.46079
0.02719,0.46098
0.02723,0.46098
0.02723,0.46229
0.02728,0.46229
0.02728,0.46285
0.02733,0.46285
0.02733,0.46341
0.02733,0.46378
0.02733,0.46491
0.02737,0.46491
0.02737,0.46509
0.02742,0.46509
0.02742,0.46547
0.02747,0.46547
0.02747,0.46584
0.02751,0.46584
0.02751,0.46622
0.02756,0.46622
0.02756,0.46640
0.02761,0.46640
0.02761,0.46902
0.02765,0.46902
0.02765,0.46959
0.02775,0.46959
0.02775,0.47221
0.02779,0.47221
0.02779,0.47352
0.02784,0.47352
0.02784,0.47483
0.02789,0.47483
0.02789,0.47595
0.02793,0.47595
0.02793,0.47707
0.02793,0.47745
0.02793,0.47820
0.02798,0.47820
0.02798,0.47876
0.02807,0.47876
0.02807,0.48063
0.02812,0.48063
0.02812,0.48100
0.02817,0.48100
0.02817,0.48119
0.02831,0.48119
0.02831,0.48213
0.02835,0.48213
0.02835,0.48231
0.02840,0.48231
0.02840,0.48250
0.02845,0.48250
0.02845,0.48325
0.02850,0.48325
0.02850,0.48437
0.02854,0.48456
0.02859,0.48456
0.02859,0.48475
0.02864,0.48475
0.02864,0.48493
0.02868,0.48493
0.02868,0.48512
0.02873,0.48512
0.02873,0.48550
0.02878,0.48550
0.02878,0.48568
0.02887,0.48568
0.02887,0.48606
0.02892,0.48606
0.02892,0.48980
0.02896,0.48980
0.02896,0.49092
0.02901,0.49092
0.02901,0.49167
0.02906,0.49167
0.02906,0.49242
0.02920,0.49242
0.02920,0.49392
0.02924,0.49392
0.02924,0.49410
0.02929,0.49410
0.02929,0.49560
0.02948,0.49560
0.02948,0.49579
0.02957,0.49579
0.02957,0.49672
0.02966,0.49672
0.02966,0.49729
0.02981,0.49729
0.02981,0.49934
0.02990,0.49934
0.02990,0.49991
0.02995,0.49991
0.02995,0.50047
0.03009,0.50047
0.03009,0.50066
0.03023,0.50066
0.03023,0.50122
0.03027,0.50122
0.03027,0.50159
0.03032,0.50159
0.03032,0.50215
0.03041,0.50215
0.03041,0.50290
0.03051,0.50290
0.03051,0.50309
0.03055,0.50309
0.03055,0.50459
0.03060,0.50459
0.03060,0.50515
0.03065,0.50515
0.03065,0.50552
0.03069,0.50552
0.03069,0.50590
0.03074,0.50590
0.03074,0.50608
0.03093,0.50608
0.03093,0.50627
0.03098,0.50627
0.03098,0.50646
0.03102,0.50646
0.03102,0.50870
0.03107,0.50870
0.03107,0.50945
0.03112,0.50945
0.03112,0.50983
0.03126,0.50983
0.03126,0.51039
0.03135,0.51039
0.03135,0.51114
0.03140,0.51114
0.03140,0.51207
0.03144,0.51207
0.03144,0.51245
0.03154,0.51245
0.03154,0.51357
0.03158,0.51357
0.03158,0.51376
0.03163,0.51376
0.03163,0.51413
0.03168,0.51413
0.03168,0.51432
0.03172,0.51432
0.03172,0.51544
0.03177,0.51544
0.03177,0.51619
0.03186,0.51619
0.03186,0.51656
0.03196,0.51656
0.03196,0.51675
0.03200,0.51675
0.03200,0.51713
0.03205,0.51713
0.03205,0.51769
0.03214,0.51769
0.03214,0.51806
0.03224,0.51806
0.03224,0.51825
0.03229,0.51825
0.03229,0.51900
0.03233,0.51900
0.03233,0.51937
0.03238,0.51937
0.03238,0.51956
0.03247,0.51956
0.03247,0.51975
0.03257,0.51975
0.03257,0.51993
0.03261,0.51993
0.03261,0.52012
0.03271,0.52012
0.03271,0.52031
0.03275,0.52031
0.03275,0.52162
0.03280,0.52162
0.03280,0.52180
0.03285,0.52180
0.03285,0.52199
0.03289,0.52199
0.03289,0.52218
0.03294,0.52218
0.03294,0.52274
0.03299,0.52274
0.03299,0.52368
0.03303,0.52368
0.03303,0.52405
0.03313,0.52405
0.03313,0.52442
0.03317,0.52442
0.03317,0.52499
0.03322,0.52499
0.03322,0.52536
0.03327,0.52536
0.03327,0.52611
0.03331,0.52611
0.03331,0.52723
0.03336,0.52723
0.03336,0.52761
0.03341,0.52761
0.03341,0.52779
0.03350,0.52779
0.03350,0.52835
0.03355,0.52835
0.03355,0.52910
0.03360,0.52910
0.03360,0.53079
0.03364,0.53079
0.03364,0.53135
0.03369,0.53135
0.03369,0.53172
0.03374,0.53172
0.03374,0.53191
0.03378,0.53191
0.03378,0.53247
0.03383,0.53247
0.03383,0.53266
0.03388,0.53266
0.03388,0.53322
0.03397,0.53322
0.03397,0.53341
0.03402,0.53341
0.03402,0.53472
0.03406,0.53472
0.03406,0.53565
0.03420,0.53565
0.03420,0.53622
0.03425,0.53622
0.03425,0.53640
0.03430,0.53640
0.03430,0.53753
0.03434,0.53753
0.03434,0.53771
0.03439,0.53771
0.03439,0.53884
0.03453,0.53884
0.03453,0.53902
0.03458,0.53902
0.03458,0.53958
0.03462,0.53958
0.03462,0.53996
0.03467,0.53996
0.03467,0.54052
0.03472,0.54052
0.03472,0.54108
0.03477,0.54108
0.03477,0.54127
0.03481,0.54127
0.03481,0.54202
0.03491,0.54202
0.03491,0.54220
0.03495,0.54220
0.03495,0.54277
0.03505,0.54277
0.03505,0.54333
0.03509,0.54333
0.03509,0.54483
0.03514,0.54483
0.03514,0.54501
0.03519,0.54501
0.03519,0.54539
0.03523,0.54539
0.03523,0.54614
0.03528,0.54614
0.03528,0.54632
0.03533,0.54632
0.03533,0.54651
0.03537,0.54651
0.03537,0.54670
0.03551,0.54670
0.03551,0.54707
0.03556,0.54707
0.03556,0.54726
0.03561,0.54726
0.03561,0.54763
0.03565,0.54763
0.03565,0.54782
0.03575,0.54782
0.03575,0.54838
0.03584,0.54838
0.03584,0.54894
0.03589,0.54894
0.03589,0.54913
0.03598,0.54913
0.03598,0.54950
0.03612,0.54950
0.03612,0.55100
0.03617,0.55100
0.03617,0.55175
0.03626,0.55175
0.03626,0.55287
0.03631,0.55287
0.03631,0.55325
0.03640,0.55325
0.03640,0.55343
0.03645,0.55343
0.03645,0.55362
0.03659,0.55362
0.03659,0.55474
0.03664,0.55474
0.03664,0.55493
0.03673,0.55493
0.03673,0.55512
0.03678,0.55512
0.03678,0.55531
0.03692,0.55531
0.03692,0.55549
0.03701,0.55549
0.03701,0.55605
0.03729,0.55605
0.03729,0.55624
0.03739,0.55624
0.03739,0.55680
0.03743,0.55680
0.03743,0.55811
0.03757,0.55811
0.03757,0.55830
0.03762,0.55830
0.03762,0.55849
0.03771,0.55849
0.03771,0.55867
0.03781,0.55867
0.03781,0.55905
0.03785,0.55905
0.03785,0.55980
0.03799,0.55980
0.03799,0.55999
0.03804,0.55999
0.03804,0.56036
0.03809,0.56036
0.03809,0.56055
0.03813,0.56055
0.03813,0.56073
0.03837,0.56073
0.03837,0.56092
0.03841,0.56092
0.03841,0.56167
0.03846,0.56167
0.03846,0.56186
0.03856,0.56186
0.03856,0.56204
0.03865,0.56204
0.03865,0.56261
0.03874,0.56261
0.03874,0.56298
0.03879,0.56298
0.03879,0.56317
0.03884,0.56317
0.03884,0.56429
0.03888,0.56429
0.03888,0.56466
0.03893,0.56466
0.03893,0.56504
0.03912,0.56504
0.03912,0.56523
0.03926,0.56523
0.03926,0.56635
0.03944,0.56635
0.03944,0.56654
0.03954,0.56654
0.03954,0.56728
0.03958,0.56728
0.03958,0.56747
0.03963,0.56747
0.03963,0.56803
0.03968,0.56803
0.03968,0.56841
0.03982,0.56841
0.03982,0.56859
0.03991,0.56859
0.03991,0.56934
0.03996,0.56934
0.03996,0.56972
0.04001,0.56972
0.04001,0.57065
0.04015,0.57065
0.04015,0.57084
0.04019,0.57084
0.04019,0.57121
0.04038,0.57121
0.04038,0.57140
0.04043,0.57140
0.04043,0.57178
0.04047,0.57178
0.04047,0.57271
0.04052,0.57271
0.04052,0.57365
0.04057,0.57365
0.04057,0.57383
0.04066,0.57383
0.04066,0.57533
0.04071,0.57533
0.04071,0.57589
0.04075,0.57589
0.04075,0.57627
0.04080,0.57627
0.04080,0.57646
0.04089,0.57646
0.04089,0.57795
0.04099,0.57795
0.04099,0.57851
0.04103,0.57851
0.04103,0.57870
0.04108,0.57870
0.04108,0.57908
0.04113,0.57908
0.04113,0.57964
0.04127,0.57964
0.04127,0.57982
0.04132,0.57982
0.04132,0.58057
0.04141,0.58057
0.04141,0.58113
0.04155,0.58113
0.04155,0.58170
0.04169,0.58170
0.04169,0.58188
0.04174,0.58188
0.04174,0.58226
0.04183,0.58226
0.04183,0.58244
0.04188,0.58244
0.04188,0.58263
0.04192,0.58263
0.04192,0.58301
0.04197,0.58301
0.04197,0.58357
0.04206,0.58357
0.04206,0.58394
0.04211,0.58394
0.04211,0.58413
0.04216,0.58413
0.04216,0.58432
0.04230,0.58432
0.04230,0.58506
0.04235,0.58506
0.04235,0.58581
0.04239,0.58581
0.04239,0.58600
0.04244,0.58600
0.04244,0.58637
0.04249,0.58637
0.04249,0.58675
0.04253,0.58675
0.04253,0.58694
0.04258,0.58694
0.04258,0.58712
0.04263,0.58712
0.04263,0.58787
0.04272,0.58787
0.04272,0.58806
0.04277,0.58806
0.04277,0.58862
0.04291,0.58862
0.04291,0.58881
0.04295,0.58881
0.04295,0.58899
0.04309,0.58899
0.04309,0.59012
0.04319,0.59012
0.04319,0.59068
0.04323,0.59068
0.04323,0.59124
0.04328,0.59124
0.04328,0.59143
0.04333,0.59143
0.04333,0.59162
0.04351,0.59162
0.04351,0.59180
0.04366,0.59180
0.04366,0.59255
0.04370,0.59255
0.04370,0.59330
0.04375,0.59330
0.04375,0.59349
0.04384,0.59349
0.04384,0.59367
0.04389,0.59367
0.04389,0.59405
0.04394,0.59405
0.04394,0.59442
0.04403,0.59442
0.04403,0.59611
0.04408,0.59611
0.04408,0.59629
0.04412,0.59629
0.04412,0.59667
0.04422,0.59667
0.04422,0.59704
0.04426,0.59704
0.04426,0.59723
0.04431,0.59723
0.04431,0.59742
0.04436,0.59742
0.04436,0.59817
0.04440,0.59817
0.04440,0.59891
0.04445,0.59891
0.04445,0.59910
0.04450,0.59910
0.04450,0.59929
0.04454,0.59929
0.04454,0.59985
0.04459,0.59985
0.04459,0.60022
0.04464,0.60022
0.04464,0.60172
0.04473,0.60172
0.04473,0.60210
0.04478,0.60210
0.04478,0.60228
0.04483,0.60228
0.04483,0.60247
0.04487,0.60247
0.04487,0.60266
0.04492,0.60266
0.04492,0.60284
0.04506,0.60284
0.04506,0.60303
0.04515,0.60303
0.04515,0.60378
0.04529,0.60378
0.04529,0.60415
0.04534,0.60415
0.04534,0.60490
0.04548,0.60490
0.04548,0.60528
0.04553,0.60528
0.04553,0.60621
0.04567,0.60621
0.04567,0.60696
0.04571,0.60696
0.04571,0.60715
0.04576,0.60715
0.04576,0.60734
0.04581,0.60734
0.04581,0.60752
0.04599,0.60752
0.04599,0.60771
0.04604,0.60771
0.04604,0.60790
0.04609,0.60790
0.04609,0.60921
0.04618,0.60921
0.04618,0.60996
0.04623,0.60996
0.04623,0.61052
0.04628,0.61052
0.04628,0.61127
0.04637,0.61127
0.04637,0.61145
