FPR_Class4,TPR_Class4
0.14691,0.45435
0.14691,0.45543
0.14691,0.45651
0.14719,0.45921
0.14719,0.45975
0.14719,0.46083
0.14719,0.46137
0.14719,0.46245
0.14719,0.46461
0.14719,0.46677
0.14748,0.46731
0.14748,0.46948
0.14748,0.47164
0.14748,0.47272
0.14748,0.47326
0.14748,0.47542
0.14748,0.47758
0.14748,0.47920
0.14748,0.48028
0.14748,0.48190
0.14748,0.48352
0.14748,0.48514
0.14748,0.48676
0.14748,0.49001
0.14748,0.49109
0.14748,0.49163
0.14748,0.49325
0.14748,0.49379
0.14748,0.49703
0.14748,0.49865
0.14748,0.50189
0.14748,0.50243
0.14748,0.50405
0.14748,0.50513
0.14748,0.50729
0.14748,0.50891
0.14748,0.50999
0.14748,0.51108
0.14748,0.51324
0.14748,0.51432
0.14748,0.51540
0.14748,0.51648
0.14748,0.51918
0.14748,0.52080
0.14748,0.52296
0.14748,0.52350
0.14748,0.52512
0.14748,0.52728
0.14748,0.53160
0.14748,0.53269
0.14748,0.53593
0.14748,0.53755
0.14748,0.53863
0.14748,0.53971
0.14748,0.54295
0.14748,0.54511
0.14748,0.54619
0.14748,0.54727
0.14748,0.54835
0.14748,0.55267
0.14748,0.55375
0.14777,0.55375
0.14777,0.55484
0.14777,0.55592
0.14777,0.55646
0.14777,0.55754
0.14777,0.55808
0.14777,0.56024
0.14777,0.56240
0.14777,0.56348
0.14777,0.56402
0.14777,0.56510
0.14777,0.56834
0.14777,0.57158
0.14777,0.57374
0.14777,0.57482
0.14777,0.57753
0.14777,0.57915
0.14777,0.58239
0.14777,0.58293
0.14777,0.58401
0.14777,0.58617
0.14777,0.58779
0.14777,0.59157
0.14777,0.59265
0.14777,0.59643
0.14777,0.59751
0.14777,0.59860
0.14777,0.59968
0.14777,0.60022
0.14777,0.60238
0.14777,0.60292
0.14777,0.60400
0.14777,0.60508
0.14777,0.60616
0.14805,0.60670
0.14805,0.60832
0.14834,0.60886
0.14834,0.61210
0.14863,0.61210
0.14863,0.61318
0.14863,0.61750
0.14863,0.62075
0.14863,0.62345
0.14863,0.62453
0.14863,0.63101
0.14863,0.63209
0.14863,0.63587
0.14863,0.63803
0.14863,0.64019
0.14863,0.64127
0.14863,0.64452
0.14863,0.64560
0.14863,0.64614
0.14863,0.64722
0.14863,0.64884
0.14863,0.64992
0.14863,0.65046
0.14863,0.65262
0.14891,0.65262
0.14891,0.65424
0.14891,0.65640
0.14891,0.65910
0.14891,0.66234
0.14891,0.66343
0.14891,0.66397
0.14891,0.66505
0.14891,0.66559
0.14891,0.66667
0.14891,0.66775
0.14891,0.66883
0.14891,0.67423
0.14891,0.67585
0.14891,0.67693
0.14891,0.68125
0.14891,0.68233
0.14891,0.68341
0.14891,0.68449
0.14891,0.68558
0.14891,0.68666
0.14891,0.68990
0.14891,0.69206
0.14891,0.70124
0.14891,0.70232
0.14920,0.70232
0.14920,0.70394
0.14948,0.70394
0.14948,0.70448
0.14948,0.70556
0.14948,0.71529
0.14948,0.71637
0.14948,0.72339
0.14977,0.72339
0.14977,0.72825
0.14977,0.72934
0.14977,0.73258
0.14977,0.73366
0.14977,0.73420
0.14977,0.73528
0.14977,0.73582
0.15006,0.73636
0.15006,0.74284
0.15006,0.74392
0.15006,0.74500
0.15006,0.74662
0.15006,0.76067
0.15034,0.76067
0.15034,0.76175
0.15034,0.76877
0.15034,0.76985
0.15034,0.78012
0.15034,0.78120
0.15063,0.78120
0.15063,0.78228
0.15092,0.78228
0.15092,0.79417
0.15092,0.79525
0.15092,0.80551
0.15092,0.80659
0.15092,0.80875
0.15120,0.80875
0.15120,0.81415
0.15120,0.81524
0.15120,0.81632
0.15120,0.81740
0.15120,0.82496
0.15120,0.82604
0.15120,0.84495
0.15149,0.84495
0.15149,0.89627
0.15149,0.89735
0.15149,0.89789
0.15149,0.89897
0.15149,0.90113
0.15178,0.90113
0.15178,0.93139
0.15206,0.93139
0.15206,0.97353
0.15206,0.97461
0.15206,0.97731
0.15235,0.97731
0.15235,0.97893
0.15263,0.97893
0.15263,0.98379
0.15292,0.98379
0.15292,0.98433
0.15349,0.98433
0.15349,0.98541
0.15407,0.98541
0.15407,0.98595
0.15435,0.98595
0.15435,0.98974
0.15493,0.98974
0.15493,0.99082
0.15521,0.99082
0.15521,0.99136
0.15550,0.99136
0.15550,0.99190
0.15693,0.99190
0.15693,0.99244
0.15722,0.99244
0.15722,0.99298
0.16180,0.99298
0.16180,0.99352
0.16523,0.99352
0.16523,0.99406
0.16695,0.99406
0.16695,0.99460
0.16838,0.99460
0.16838,0.99514
0.17039,0.99514
0.17039,0.99568
0.17297,0.99568
0.17297,0.99622
0.17640,0.99622
0.17640,0.99676
0.17726,0.99676
0.17726,0.99730
0.17984,0.99730
0.17984,0.99784
0.18557,0.99784
0.18557,0.99838
0.20619,0.99838
0.20676,0.99838
0.22337,0.99838
0.22337,0.99892
0.38202,0.99892
0.38202,0.99946
0.49341,0.99946
0.49341,1.00000
0.72165,1.00000
0.72222,1.00000
1.00000,1.00000
