fpr,tpr
0.0,0.0
0.0,0.00202020202020202
0.0,0.00404040404040404
0.00045934772622875517,0.006060606060606061
0.00045934772622875517,0.012121212121212121
0.0009186954524575103,0.012121212121212121
0.0009186954524575103,0.01616161616161616
0.0009186954524575103,0.026262626262626262
0.0013780431786862655,0.026262626262626262
0.0013780431786862655,0.028282828282828285
0.0013780431786862655,0.03636363636363636
0.0013780431786862655,0.05656565656565657
0.0018373909049150207,0.05656565656565657
0.0018373909049150207,0.06060606060606061
0.0022967386311437757,0.06060606060606061
0.0022967386311437757,0.08282828282828283
0.002756086357372531,0.08282828282828283
0.002756086357372531,0.08484848484848485
0.003215434083601286,0.08484848484848485
0.003215434083601286,0.09696969696969697
0.0036747818098300414,0.09696969696969697
0.0036747818098300414,0.10101010101010101
0.004134129536058797,0.10101010101010101
0.004134129536058797,0.11515151515151516
0.004593477262287551,0.11515151515151516
0.004593477262287551,0.1191919191919192
0.005052824988516307,0.1191919191919192
0.005052824988516307,0.12323232323232323
0.005512172714745062,0.12323232323232323
0.005512172714745062,0.1292929292929293
0.0059715204409738175,0.1292929292929293
0.0059715204409738175,0.14343434343434344
0.006890215893431328,0.14343434343434344
0.006890215893431328,0.14545454545454545
0.008727606798346348,0.14545454545454545
0.008727606798346348,0.15151515151515152
0.009186954524575103,0.15151515151515152
0.009186954524575103,0.15353535353535352
0.00964630225080386,0.15353535353535352
0.00964630225080386,0.15555555555555556
0.010105649977032614,0.15555555555555556
0.010105649977032614,0.1696969696969697
0.011024345429490124,0.1696969696969697
0.011024345429490124,0.17777777777777778
0.012861736334405145,0.17777777777777778
0.012861736334405145,0.1797979797979798
0.0133210840606339,0.1797979797979798
0.0133210840606339,0.18181818181818182
0.01423977951309141,0.18181818181818182
0.01423977951309141,0.18585858585858586
0.014699127239320165,0.18585858585858586
0.014699127239320165,0.18787878787878787
0.01515847496554892,0.18787878787878787
0.01515847496554892,0.19595959595959597
0.015617822691777675,0.19595959595959597
0.015617822691777675,0.20606060606060606
0.01607717041800643,0.20606060606060606
0.01607717041800643,0.2080808080808081
0.016995865870463943,0.2080808080808081
0.016995865870463943,0.21414141414141413
0.017455213596692696,0.21414141414141413
0.017455213596692696,0.21616161616161617
0.017914561322921452,0.21616161616161617
0.017914561322921452,0.21818181818181817
0.01975195222783647,0.21818181818181817
0.01975195222783647,0.2202020202020202
0.020211299954065228,0.2202020202020202
0.020211299954065228,0.2222222222222222
0.02067064768029398,0.2222222222222222
0.02067064768029398,0.22424242424242424
0.021129995406522738,0.22424242424242424
0.021129995406522738,0.22828282828282828
0.021589343132751494,0.22828282828282828
0.021589343132751494,0.23232323232323232
0.022048690858980247,0.23232323232323232
0.022048690858980247,0.23434343434343435
0.022967386311437757,0.23434343434343435
0.022967386311437757,0.2383838383838384
0.024345429490124023,0.2383838383838384
0.024345429490124023,0.24444444444444444
0.02480477721635278,0.24444444444444444
0.02480477721635278,0.24848484848484848
0.025264124942581533,0.24848484848484848
0.025264124942581533,0.25656565656565655
0.0266421681212678,0.25656565656565655
0.0266421681212678,0.2686868686868687
0.028938906752411574,0.2686868686868687
0.028938906752411574,0.2787878787878788
0.02939825447864033,0.2787878787878788
0.02939825447864033,0.2808080808080808
0.029857602204869087,0.2808080808080808
0.029857602204869087,0.2868686868686869
0.03031694993109784,0.2868686868686869
0.03031694993109784,0.29292929292929293
