fpr,tpr
0.0,0.0
0.0,0.03225806451612903
0.0,0.22580645161290322
0.021739130434782608,0.22580645161290322
0.021739130434782608,0.2903225806451613
0.06521739130434782,0.2903225806451613
0.06521739130434782,0.3548387096774194
0.08695652173913043,0.3548387096774194
0.08695652173913043,0.3870967741935484
0.10869565217391304,0.3870967741935484
0.10869565217391304,0.41935483870967744
0.15217391304347827,0.41935483870967744
0.15217391304347827,0.5161290322580645
0.1956521739130435,0.5161290322580645
0.1956521739130435,0.5483870967741935
0.2608695652173913,0.5483870967741935
0.2608695652173913,0.5806451612903226
0.34782608695652173,0.5806451612903226
0.34782608695652173,0.6129032258064516
0.41304347826086957,0.6129032258064516
0.41304347826086957,0.6451612903225806
0.43478260869565216,0.6451612903225806
0.43478260869565216,0.7419354838709677
0.45652173913043476,0.7419354838709677
0.45652173913043476,0.7741935483870968
0.4782608695652174,0.7741935483870968
0.4782608695652174,0.8387096774193549
0.5217391304347826,0.8387096774193549
0.5217391304347826,0.8709677419354839
0.5652173913043478,0.8709677419354839
0.5652173913043478,0.9032258064516129
0.6086956521739131,0.9032258064516129
0.6086956521739131,0.9354838709677419
0.6956521739130435,0.9354838709677419
0.6956521739130435,0.967741935483871
0.7391304347826086,0.967741935483871
0.7391304347826086,1.0
1.0,1.0
