fpr,tpr
0.0,0.0
0.0,0.03225806451612903
0.0,0.0967741935483871
0.0,0.25806451612903225
0.06521739130434782,0.25806451612903225
0.06521739130434782,0.3225806451612903
0.08695652173913043,0.3225806451612903
0.08695652173913043,0.4838709677419355
0.13043478260869565,0.4838709677419355
0.13043478260869565,0.5161290322580645
0.15217391304347827,0.5161290322580645
0.15217391304347827,0.5483870967741935
0.17391304347826086,0.5483870967741935
0.17391304347826086,0.6129032258064516
0.21739130434782608,0.6129032258064516
0.21739130434782608,0.6451612903225806
0.2608695652173913,0.6451612903225806
0.2608695652173913,0.7419354838709677
0.2826086956521739,0.7419354838709677
0.2826086956521739,0.7741935483870968
0.32608695652173914,0.7741935483870968
0.32608695652173914,0.8387096774193549
0.34782608695652173,0.8387096774193549
0.34782608695652173,0.8709677419354839
0.391304347826087,0.8709677419354839
0.391304347826087,0.9354838709677419
0.45652173913043476,0.9354838709677419
0.45652173913043476,0.967741935483871
0.5652173913043478,0.967741935483871
0.5652173913043478,1.0
1.0,1.0
