fpr,tpr
0.0,0.0
0.0,0.006535947712418301
0.0,0.7189542483660131
0.0003969829297340214,0.7189542483660131
0.0003969829297340214,0.8823529411764706
0.0007939658594680428,0.8823529411764706
0.0007939658594680428,0.9411764705882353
0.0011909487892020642,0.9411764705882353
0.0011909487892020642,0.954248366013072
0.0015879317189360857,0.954248366013072
0.0015879317189360857,0.9803921568627451
0.001984914648670107,0.9803921568627451
0.001984914648670107,0.9934640522875817
0.0023818975784041284,0.9934640522875817
0.0023818975784041284,1.0
0.13418023025009926,1.0
0.1349741961095673,1.0
0.31202858277094087,1.0
0.31282254863040887,1.0
0.3259229853116316,1.0
0.32671695117109967,1.0
0.3318777292576419,1.0
0.33267169511711,1.0
0.3537117903930131,1.0
0.35450575625248115,1.0
0.4350932909884875,1.0
0.43588725684795554,1.0
0.46804287415641127,1.0
0.46883684001587933,1.0
0.5101230647082176,1.0
0.5109170305676856,1.0
0.5287812624057165,1.0
0.5295752282651845,1.0
0.8130210400952759,1.0
0.813815005954744,1.0
1.0,1.0
